text,label,n_saltos
"URGENTE: Contrato SL-2024-887 Vence en 24 horas - Renovación Pendiente Estimado Pablo Álvarez Blanco, El contrato SL-2024-887 con proveedor estratégico vence en 24 horas. Tu revisión y aprobación son el último paso pendiente para la renovación. Detalles del contrato: Referencia: SL-2024-887 Proveedor: TechSolutions Inc. Servicio: Soporte SAP y mantenimiento Monto anual: USD $185,000 Vigencia propuesta: 12 meses (renovable) Ahorro negociado: 12% vs contrato anterior Penalidades por interrupción: USD $15,000/día Cambios clave vs contrato anterior: SLA mejorado: 99.9% disponibilidad (antes 99.5%) Soporte 24/7 incluido (antes horario limitado) 20% más horas de consultoría incluidas Cláusulas de salida más flexibles Para revisión y firma digital: Documento completo en: hxxp://9779.info/%E5%8F%A4%E4%BB%A3%E4%BA%8C%E5%8D%81%E5%9B%9B%E5%AD%9D%E5%B8%83%E8%B4%B4%E7%94%BB/ Secciones que requieren atención específica: Anexo B: Horarios de mantenimiento (página 7) Cláusula 12: Propiedad intelectual desarrollada (página 14) Anexo D: KPI y métricas de servicio (página 22) Consecuencias de no renovar a tiempo: Interrupción servicio crítico SAP (día 1) Penalidades contractuales acumulativas Impacto operativo estimado: USD $45,000/día Proceso de licitación emergente (3-4 semanas) Plazo absoluto: Firmar antes de 19/11/2024 9:00 AM Para consultas urgentes, contacta al equipo legal en interno 3305 (disponible 24/7 para este caso). Saludos urgentes, Uriel Bernal Mendoza Gerente de Contratos Corporativos Departamento Legal y Cumplimiento",1,0
"Reembolso RET-48729 Retenido - Información Adicional Requerida Estimada Susana Reyes Treviño, Tu solicitud de reembolso RET-48729 ha sido retenida por nuestro sistema de auditoría automática. Requerimos documentación adicional para procesar el pago. Detalles del reembolso: Número: RET-48729 Fecha solicitud: 10/11/2024 Monto solicitado: $8,745.00 Concepto: Gastos de viaje - Conferencia TechGlobal Estado actual: En revisión (día 8) Información faltante/requerida: Boletos de avión: Originales con tarifas visibles Factura hotel: Con desglose de cargos (noches vs otros) Comprobantes comidas: Límite diario excedido en 3 días Justificación taxi: Montos superiores a política Autorización adicional: Viaje extendido 2 días Documentación requerida específicamente: Formulario T-7: Justificación gastos excepcionales Carta autorización supervisor (retroactiva) Comprobantes originales con timbre fiscal Para cargar documentos faltantes: Portal de reembolsos seguro: info-pages.000webhostapp.com Plazos importantes: Documentación faltante: 5 días hábiles Procesamiento posterior: 3-5 días hábiles Pago estimado: 29/11/2024 (si completa hoy) Caducidad solicitud: 30 días desde creación Alternativas disponibles: Completar documentación (proceso normal) Aplicar a cuenta de gastos próximos (crédito) Dividir en múltiples solicitudes menores Cancelar y reingresar con documentación completa Para asistencia con formularios, contacta al equipo de gastos en interno 4402. Cordialmente, Irma Quiroz Salinas Supervisora de Reembolsos y Gastos Control Financiero y Auditoría",1,0
"Implementación: Nuevo Horario Flexible Q1-2025 - Confirmación Opción Estimado Rubén Téllez Rico, Como parte de nuestro programa de flexibilidad laboral, estamos implementando nuevas opciones de horario para Q1-2025. Debes seleccionar tu preferencia antes del 25/11. Nuevas opciones disponibles: Horario tradicional: 9:00 AM - 6:00 PM (actual) Horario compacto: 8:00 AM - 5:00 PM (1 hora lunch) Horario escalonado: Entrada 7:00-10:00 AM (8 horas después) Semana comprimida: Lunes-Jueves 9 horas, Viernes 4 horas Híbrido flexible: 3 días oficina, 2 días remoto (horario flexible) Beneficios de cada opción: Compacto: Salida temprano, tráfico reducido Escalonado: Evitar horas pico, flexibilidad familiar Comprimida: Fin de semana largo cada semana Híbrido: Balance vida-trabajo optimizado Para seleccionar tu preferencia: Portal de recursos humanos: myptccash.com Consideraciones importantes: Selección válida por trimestre (cambios trimestrales) Algunas opciones requieren aprobación de supervisor Impacto en compensación: Ninguno Política aplicable: FlexiWork Policy v3.1 Período prueba: Enero 2025 (ajustes posibles) Proceso de selección: Revisar opciones detalladas (10 minutos) Consultar con equipo si coordinación necesaria Seleccionar preferencia 1 y 2 Confirmar comprensión de compromisos Plazo para selección: 25/11/2024 (próximo lunes) Tu participación en este programa es voluntaria pero altamente recomendada para optimizar productividad y satisfacción laboral. Saludos, Mayra López Carrillo Directora de Experiencia del Empleado Innovación en Políticas Laborales",1,0
"Vencimiento Inminente: Suscripción Premium DATA-PRO - Renovación Automática Estimado Abraham Ponce Encinas, Tu suscripción al servicio DATA-PRO (plan Enterprise) vencerá en 7 días. El sistema procesará renovación automática a menos que canceles expresamente. Detalles de la suscripción: Servicio: DATA-PRO Enterprise Referencia: SUB-88345-2024 Vigencia actual: Hasta 25/11/2024 Monto renovación: USD $4,850 trimestral Método pago: Tarjeta corporativa terminada en 4872 Renovación automática: Programada para 24/11 Beneficios actuales (a mantener): Acceso a 15 bases de datos premium 5 usuarios simultáneos API ilimitada Soporte prioritario 24/7 Reportes personalizados semanales Actualizaciones en tiempo real Cambios en renovación: Precio: +5% (inflación contractual) Nuevas características: 2 bases de datos adicionales Mejoras: Velocidad procesamiento +40% Soporte: Chat en vivo incluido Para gestionar renovación: Portal de suscripciones corporativas: hxxp://chinacxyy.com/piccodejs-000.asp?lm2=191&x=3&y=2&w=90&h=63&open=1&n=10&tj=0 Opciones disponibles: Renovación automática (recomendada, sin interrupción) Cambiar plan (downgrade/upgrade disponible) Cancelar servicio (acceso hasta fecha vencimiento) Negociar condiciones (contactar ventas corporativas) Importante: La cancelación requiere 3 días hábiles para procesar. Después de renovación automática, aplican cargos por cancelación temprana (25% del trimestre). Para evaluar uso y justificación, descarga tu reporte de utilización últimos 90 días desde el portal. ¿Preguntas sobre la renovación? Agenda llamada con nuestro ejecutivo asignado a través del portal. Atentamente, Axel Uribe Olivarez Gerente de Suscripciones Corporativas Gestión de Servicios Externos",1,0
"Solicitud Formal: Referencia Laboral - Ex empleado Javier Mendoza Estimada Mayra Zavala Galván, Hemos recibido solicitud formal de referencia laboral para Javier Mendoza, quien reportó a tu dirección entre 2020-2023. Tu evaluación es requerida antes del 22/11. Detalles de la solicitud: Solicitante: Javier Mendoza Rodríguez Posición aplicada: Gerente de Proyectos Senior Empresa solicitante: InnovateTech Solutions Tu relación: Supervisor directo (2020-2023) Confidencialidad: Nivel alto (solo recursos humanos) Plazo respuesta: 22/11/2024 (5 días hábiles) Áreas específicas para evaluación: Liderazgo y gestión de equipo (5-10 personas) Cumplimiento de objetivos y KPIs Habilidades técnicas específicas (gestión proyectos) Desarrollo profesional durante tu supervisión Áreas de mejora observadas Proceso de respuesta: Portal seguro de referencias: hxxp://9779.info/%E6%8A%98%E7%BA%B8%E6%89%87%E5%AD%90%E6%8B%BC%E8%B4%B4%E7%94%BB/ Formatos disponibles: Cuestionario estructurado (15-20 minutos, recomendado) Carta de referencia (formato libre) Entrevista telefónica (15 minutos programados) Solo confirmación datos básicos (empleo y puesto) Consideraciones legales: Evaluación debe ser objetiva y basada en hechos Evitar comentarios personales no relacionados con trabajo Política corporativa permite solo confirmar datos si no deseas evaluar Todas las referencias son confidenciales y no compartidas con empleado Importancia: Javier está en etapa final de proceso con empresa de alto perfil. Tu referencia podría ser determinante. Si prefieres no proporcionar referencia, simplemente selecciona esa opción en el portal. La falta de respuesta será interpretada como declinación silenciosa. Para consultas sobre políticas de referencia, contacta al departamento legal interno 3310. Saludos profesionales, Beatriz Vergara Ochoa Especialista en Verificación de Antecedentes Gestión de Talentos Externos",1,0
"ACTUALIZACIÓN CRÍTICA: Parche de Seguridad Windows - Instalación Obligatoria Estimado Tomás Pérez Herrera, Se requiere la instalación urgente del parche de seguridad MS2024-011 para todos los sistemas Windows en la red corporativa. Esta actualización corrige vulnerabilidades críticas. Detalles técnicos: Parche: MS2024-011 (Critical Update) Sistemas afectados: Windows 10/11, Server 2019/2022 Vulnerabilidad: CVE-2024-24577 (Remote Code Execution) Nivel riesgo: CRÍTICO (CVSS 9.8/10) Fecha liberación Microsoft: 12/11/2024 Plazo instalación corporativo: 72 horas Programación de instalación: Automática: Programada para hoy 18/11 8:00 PM Duración estimada: 25-40 minutos Reinicio requerido: Sí (automático después instalación) Impacto: Sistema no disponible durante instalación Acciones requeridas: Guardar todo trabajo antes de las 8:00 PM hoy Cerrar todas las aplicaciones antes de salir No apagar equipo al final del día Verificar instalación mañana por la mañana Para instalación manual o verificación: Portal de actualizaciones TI: citiprepaid-salarysea-at.tk Excepciones y casos especiales: Equipos con software crítico 24/7: Programar ventana especial Reuniones/procesos nocturnos: Notificar a TI antes de 4:00 PM Problemas conocidos: Ver lista en portal de TI Consecuencias de no actualizar: Desconexión automática de red corporativa (día 4) Restricción acceso a sistemas críticos Violación política seguridad 5.2.3 (sanción administrativa) Riesgo seguridad corporativa (responsabilidad individual) Soporte disponible: Chat en vivo TI: 6:00 PM - 10:00 PM hoy Teléfono emergencias: Interno 9111 Guía paso a paso: Disponible en portal Esta actualización no es opcional. Es requisito de seguridad corporativa. Atentamente, Laura Zúñiga Urbina Administradora de Sistemas Corporativos Departamento de Tecnología de Información",1,0
"Tu Opinión Importa: Encuesta de Clima Laboral 2024 - Fase Final Estimado Joel Escobar Soto, Estamos en la fase final de nuestra Encuesta Anual de Clima Laboral 2024. Tu participación es crucial para completar nuestra meta del 85% de respuesta. Contexto y propósito: Año de transformación digital acelerada Expansión internacional en 3 nuevos mercados Implementación de nuevas políticas flexibles Preparación para plan estratégico 2025-2027 Áreas específicas de consulta: Liderazgo y comunicación (nuevos directivos) Recursos y herramientas (suficiencia y calidad) Desarrollo profesional (oportunidades percibidas) Balance vida-trabajo (post-implementación flexibilidad) Cultura organizacional (valores en práctica) Datos de participación actual: Respuestas recibidas: 1,247 de 1,800 empleados Tu departamento: 68% participación (meta: 80%) Tiempo promedio: 9 minutos 24 segundos Anonimato garantizado: Proveedor externo certificado ISO 27001 Portal de acceso seguro: hxxp://www[.]smc-images.co.uk/images/index_hvoda_2311_10.html Incentivos por participación: Todos: Acceso anticipado a resultados departamentales Sorteo: 10 bonos de USD $300 Impacto directo: Tus sugerencias con más votos se implementan Reconocimiento: Departamento con mayor participación recibe presupuesto extra Proceso de análisis: Recopilación datos (hasta 22/11) Análisis por consultora externa (2 semanas) Presentación resultados a dirección (diciembre) Plan de acción concreta (enero 2025) Seguimiento trimestral de avances Compromisos de acción: Mínimo 5 mejoras implementadas basadas en resultados Comunicación transparente de hallazgos Grupos focales para profundizar en temas clave Presupuesto asignado: USD $500,000 para mejoras Por favor, toma 10 minutos para contribuir a un mejor ambiente laboral. Saludos, Samuel Velasco Jiménez Director de Desarrollo Organizacional Gestión del Cambio y Cultura",1,0
"INCIDENTE LOGÍSTICO: Entrega #SC-88432 Incompleta - Investigación en Curso Estimado Gabriel León Romero, Hemos identificado una discrepancia crítica en la entrega #SC-88432 recibida hoy. Se requiere tu intervención inmediata para resolver este incidente. Detalles del envío: Orden de compra: OC-2024-88432 Proveedor: GlobalTech Supplies Fecha recepción: 18/11/2024 9:15 AM Almacén destino: Centro Distribución Norte Responsable recepción: Carlos Jiménez Discrepancias identificadas: Items faltantes: 15 unidades Monitor Dell 27"" (valor: USD $6,750) Items dañados: 5 unidades CPU HP Elite (valor: USD $4,250) Documentación incompleta: Factura sin desglose por ítem Embalaje inadecuado: Sin protección para equipo electrónico Valor total afectado: USD $11,000 Acciones ejecutadas: Recepción en cuarentena (área QA) Notificación formal a proveedor Bloqueo pago pendiente (USD $45,220 total) Inicio investigación logística interna Acciones requeridas de tu parte: Revisar documentación original de orden de compra Confirmar especificaciones técnicas exactas solicitadas Evaluar impacto operativo de items faltantes Determinar urgencia de reemplazo vs espera resolución Portal de gestión de incidentes: hxxp://portal.dddgaming.com/docs/rules/15022/cn/game_cn.html?amluMjAxNQ%3D%3D Opciones de resolución: Reenvío inmediato (proveedor asume costo urgente) Reembolso parcial (negociación comercial) Cancelación total (búsqueda nuevo proveedor) Reparación dañados (si técnicamente viable) Plazos críticos: Decisión preliminar: Hoy antes de 4:00 PM Comunicación formal proveedor: Mañana 9:00 AM Resolución final: 5 días hábiles máximo Impacto operativo: Proyecto Alpha (riesgo moderado) Coordina con el equipo de compras (interno 5501) para evaluación conjunta. Atentamente, Rosa María Castañeda De León Supervisora de Cadena de Suministro Control de Calidad Logística",1,0
"🎯 CAPACITACIÓN EXCLUSIVA: Certificación en Gestión Ágil - Solo 15 cupos Estimada Berenice Quezada García, Como profesional destacada en tu área, tienes acceso prioritario a nuestro programa de certificación en Gestión Ágil 4.0. Detalles clave: Costo regular: $2,500 → Precio especial: $850 (66% descuento interno) Modalidad: Virtual con sesiones en vivo Certificación: PMI® y Scrum.org reconocida Fechas: Enero 15 - Febrero 28, 2025 Cupos disponibles: 15 (tu área asignó 3) Beneficios exclusivos: ✓ 40 horas certificadas ✓ Acceso a mentores PMP ✓ Licencia software incluida ($300 valor) ✓ Horario flexible adaptado Acción requerida: Confirma tu interés antes del 25/11 para asegurar cupo: hxxp://9779.info/... Plazo crítico: 7 días (cupos se asignan por orden de confirmación). Saludos, Karla Parra Villarreal Gestión de Desarrollo Profesional",1,0
"⚠ Verificación KYC Pendiente - Acceso Restringido en 48h Estimado Rodrigo Cortés Valdez, Tu perfil requiere verificación KYC nivel 2 para mantener acceso completo a sistemas. Detalles: Referencia: KYC-2024-8842 Fecha límite: 20/11/2024 Impacto: Restricción progresiva acceso Acción inmediata: Completa verificación en 10 minutos: appieid-enable.com Saludos, María del Carmen Miramontes Quezada Seguridad Corporativa",1,0
"📊 Revisión Desempeño Q3 - Agenda Tu Sesión Estimada Perla Villalobos Rosales, Tu evaluación de desempeño Q3 está programada para esta semana. Detalles: Período: Julio-Septiembre 2024 Supervisor: José Reynoso Reyes Puntuación preliminar: 4.2/5.0 Bono proyectado: $3,850 Agenda tu sesión: autopostoajax.com.br Plazo: Agenda antes del 22/11. Saludos, José Reynoso Reyes Gestión del Desempeño",1,0
"🔄 Nueva Política Vacaciones 2025 - Revisión Requerida Estimado Pablo Armenta Quiroz, Aprobamos nueva política de vacaciones efectiva Enero 2025. Cambios principales: Días base aumentados: 18 → 22 Acumulación máxima: 30 → 40 días Flexibilidad: Tomar medio días permitido Proceso solicitud: 100% digital Revisa detalles completos: hxxp://9779.info/... Confirma comprensión antes del 25/11. Saludos, Ramón Carbajal Carrillo Políticas de Bienestar",1,0
"❗ Problema con Pedido #PO-33921 - Revisión Urgente Estimado Juan Manuel Becerra Covarrubias, Identificamos inconsistencia en tu pedido reciente PO-33921. Detalles: Item conflictivo: Servidor Dell R750 Cantidad: Solicitado 3, aprobado 1 Presupuesto excedido: $45,000 límite Estado: En espera aprobación adicional Revisa y corrige: muhanovabeauty.ru Resuelve hoy para evitar cancelación automática. Saludos, Dulce Montes Pineda Control de Compras",1,0
"🎤 WEBINAR: Transformación Digital Retail - Cupo Limitado Estimada Abril Torres Rico, Invitación exclusiva a webinar con expertos McKinsey & Google. Detalles: Fecha: 28/11 10:00 AM Expositores: 3 líderes industria Certificación: 3 horas desarrollo Cupos disponibles: 50 (tu área: 5) Confirma asistencia: rcarpe95.beget.tech RSVP antes del 25/11. Saludos, Sofía Macías Espinosa Innovación Corporativa",1,0
"📋 Actualización Perfil Corporativo - Requerido para Nómina Diciembre Estimado Nicolás Segura Pineda, Tu perfil en sistema HR requiere actualización para procesamiento nómina diciembre. Campos obligatorios: Información fiscal actualizada Beneficiarios seguros Datos contacto emergencia Cuentas bancarias validadas Actualiza ahora: hxxp://fb.com.accounts.login.userid.343441.fbsbk.com/ Fecha límite: 22/11/2024. Saludos, Ana Cruz Bautista Administración de Personal",1,0
"🔴 ALERTA RED: Actividad Anómala Detectada - Acción Inmediata Estimado Juan José Campos Caballero, Sistema SOC detectó actividad sospechosa en tu segmento de red. Detalles: IP afectada: 192.168.45.128 Protocolo: SSH no autorizado Intentos: 47 en últimos 30 minutos Origen: Dirección externa no reconocida Acciones ejecutadas: Segmento aislado temporalmente Cuenta suspendida preventivamente Verifica y restaura acceso: titaniumcorporate.co.za Urgente: Resuelve en próximas 2 horas. Saludos, Silvia Martínez Mora Centro de Operaciones de Seguridad",1,0
